Region,Crop,Season,Farm_Method,Greenhouse,Area_ha,Days_Since_Spray,Pesticide_Amount_L,Temp_C,Humidity,Rainfall_7d_mm,Soil_pH,Sample_Weight_g,Year,Pesticide_Result
전북,배추,봄,유기,Y,2.9,32.5,0.86,22.5,49.3,81.3,6.62,217,2023,0
전북,배추,여름,유기,N,2.1,47.6,0.65,24.8,77.9,76.0,6.33,171,2022,0
충북,포도,겨울,관행,Y,1.93,2.5,1.95,28.8,79.1,19.2,6.63,113,2021,1
강원,감귤,봄,유기,N,3.12,36.5,0.38,26.8,46.1,107.5,6.83,146,2022,0
강원,배추,봄,관행,N,1.67,36.0,0.3,35.3,62.2,61.9,6.7,163,2020,0
충북,포도,봄,유기,Y,2.83,37.6,0.78,21.8,66.3,118.2,6.5,207,2018,0
충북,감귤,여름,유기,N,0.59,31.7,1.29,17.9,84.1,57.8,6.33,168,2018,0
충남,토마토,여름,유기,N,1.84,44.2,0.34,12.2,45.9,42.6,6.6,216,2021,0
경남,고추,여름,유기,Y,0.57,37.2,0.98,25.9,73.2,34.0,5.91,115,2019,0
충북,고추,봄,관행,Y,2.67,45.1,0.83,27.9,67.5,127.6,6.18,225,2021,0
경기,토마토,겨울,유기,N,2.46,41.6,1.78,19.3,43.6,50.8,6.55,177,2019,0
경북,사과,가을,관행,N,0.17,37.9,1.43,27.1,71.2,76.1,6.9,229,2020,0
전남,감귤,가을,관행,N,2.91,38.1,1.09,22.6,68.3,64.3,7.08,191,2018,0
전북,배추,가을,관행,N,3.57,37.5,0.16,20.7,69.1,40.5,5.76,144,2021,0
제주,포도,가을,유기,Y,1.66,22.6,1.3,22.6,74.7,73.0,7.13,177,2021,0
경북,고추,봄,유기,N,2.43,52.6,0.0,20.1,67.2,78.2,6.37,199,2019,0
강원,사과,가을,유기,Y,2.04,8.5,1.79,34.3,64.0,24.3,5.02,50,2020,1
경남,감귤,여름,관행,N,4.23,3.2,1.3,31.9,65.2,8.9,6.53,175,2020,1
충북,상추,여름,유기,Y,5.96,44.7,0.06,28.7,61.6,135.2,6.65,242,2022,0
충남,감귤,여름,유기,Y,4.21,41.8,0.42,21.3,64.7,56.2,6.26,296,2018,0
충남,배추,가을,유기,N,2.52,28.1,0.95,13.3,71.2,40.8,6.54,174,2022,0
강원,상추,가을,유기,Y,0.58,44.6,0.42,23.3,60.2,48.6,6.17,219,2021,0
경남,감귤,겨울,유기,Y,3.68,39.9,0.54,28.7,73.2,43.4,5.74,209,2020,0
경남,배추,여름,관행,Y,2.03,31.5,0.99,23.7,74.1,76.1,5.57,183,2018,0
전남,사과,가을,관행,N,0.46,25.8,0.49,29.3,61.4,98.9,8.2,229,2021,0
전남,고추,겨울,관행,N,2.47,21.5,0.57,22.6,57.1,52.7,5.94,117,2022,0
충남,감귤,겨울,관행,Y,2.74,34.5,0.84,23.3,76.6,113.6,6.35,224,2023,0
강원,포도,봄,관행,N,0.41,40.8,1.35,14.8,50.0,76.6,6.95,136,2022,0
경북,토마토,봄,유기,Y,6.79,43.8,0.51,23.0,64.6,63.8,6.56,145,2020,0
충남,사과,여름,관행,N,5.51,3.1,1.44,18.9,71.4,6.5,5.95,291,2022,2
충남,감귤,봄,관행,Y,0.46,26.0,1.39,19.5,60.7,124.6,6.23,293,2023,0
충북,포도,봄,관행,N,3.42,31.9,0.53,19.4,98.4,122.1,6.07,309,2019,0
경기,감귤,여름,관행,N,2.75,51.2,1.33,17.3,75.8,79.3,6.14,180,2018,0
제주,사과,겨울,관행,N,2.9,1.4,1.23,19.1,74.3,0.0,6.48,257,2022,1
충북,상추,겨울,유기,N,2.61,3.3,1.99,30.3,84.6,16.8,5.02,189,2022,1
제주,토마토,여름,관행,N,1.22,22.3,0.14,19.1,61.6,88.5,6.48,161,2023,0
경남,고추,가을,유기,Y,0.62,22.7,0.77,20.6,80.7,90.0,6.66,225,2021,0
충북,고추,여름,유기,N,1.64,39.7,0.25,25.1,69.0,14.7,6.07,218,2022,0
충남,포도,가을,유기,N,0.52,8.7,1.45,11.7,63.0,36.4,4.97,149,2018,0
충북,상추,가을,유기,Y,2.43,28.3,0.86,27.8,53.9,56.6,6.16,169,2021,0
제주,토마토,봄,관행,N,2.59,27.7,0.38,19.6,74.4,52.0,6.36,218,2019,0
경남,감귤,가을,유기,Y,0.82,45.0,1.13,30.3,68.8,105.9,5.54,199,2020,0
경남,포도,봄,유기,N,0.84,15.8,0.88,19.1,73.4,51.8,6.28,275,2022,0
충북,상추,여름,관행,N,0.93,42.9,1.12,26.4,60.1,68.9,6.18,269,2022,0
전남,상추,가을,유기,N,2.52,53.2,0.35,21.4,71.2,20.6,5.65,241,2021,0
전북,토마토,여름,유기,N,1.95,45.6,1.16,28.5,94.1,86.5,7.11,140,2019,0
경남,상추,가을,유기,N,0.62,35.9,1.35,27.2,74.6,103.8,5.66,181,2020,0
경기,토마토,여름,유기,N,2.57,22.2,0.13,16.3,42.0,99.5,6.85,282,2023,0
충남,토마토,봄,관행,Y,0.72,22.1,1.29,31.1,70.0,65.9,6.38,117,2021,0
충북,포도,겨울,유기,Y,1.36,28.1,0.81,34.0,66.5,102.0,5.43,208,2020,0
충남,포도,봄,유기,Y,0.23,25.6,1.18,19.6,75.6,54.3,5.8,179,2018,0
전남,사과,겨울,관행,N,3.13,34.1,2.4,29.6,73.7,10.0,6.2,146,2022,2
전북,토마토,가을,유기,Y,2.63,53.5,0.77,21.1,51.3,50.9,7.36,190,2022,0
강원,감귤,가을,유기,Y,0.37,43.5,1.0,27.9,64.2,63.8,6.91,237,2022,0
경북,상추,여름,유기,Y,0.47,47.2,1.17,20.3,65.2,178.2,7.12,130,2020,0
전북,배추,여름,유기,N,1.52,24.7,1.43,19.2,54.9,29.4,7.1,216,2018,2
제주,토마토,가을,관행,Y,2.1,43.9,0.97,21.5,59.6,95.0,5.93,181,2023,0
경남,토마토,여름,유기,N,0.5,28.4,0.87,18.8,66.8,42.4,5.17,142,2021,0
강원,고추,가을,유기,Y,1.44,49.3,1.57,19.9,48.9,70.4,5.44,166,2018,0
충남,상추,가을,유기,Y,0.96,17.1,0.34,28.0,56.7,94.7,5.62,294,2020,0
제주,감귤,여름,유기,N,5.05,41.6,0.79,29.6,43.5,121.0,5.86,285,2018,0
경기,토마토,겨울,관행,N,1.99,43.8,0.99,22.1,63.1,56.4,6.69,128,2019,0
충남,배추,가을,유기,Y,3.92,51.4,1.0,22.1,60.2,74.8,7.58,222,2019,0
전북,고추,가을,관행,N,0.27,13.1,1.22,24.2,77.0,21.8,6.1,113,2023,1
제주,고추,여름,관행,N,1.15,5.3,2.84,28.5,84.9,0.0,6.68,139,2021,1
경남,배추,여름,관행,N,0.54,38.2,0.58,23.3,64.5,73.1,5.87,344,2023,0
경북,포도,가을,유기,N,6.43,35.0,0.35,22.8,36.7,77.5,6.26,238,2021,0
강원,배추,여름,관행,Y,1.3,60.0,0.65,14.3,56.2,49.1,6.09,187,2018,0
제주,토마토,여름,유기,N,0.65,42.1,0.76,17.2,59.8,118.9,7.23,260,2019,0
강원,포도,봄,관행,Y,1.0,31.1,0.52,25.4,55.5,65.8,5.95,233,2022,0
전북,사과,겨울,관행,Y,0.47,9.4,2.25,32.6,66.5,0.0,5.6,268,2022,1
제주,감귤,겨울,관행,Y,5.85,40.8,0.88,24.9,37.6,78.2,7.35,203,2021,0
충남,고추,가을,유기,N,3.75,32.3,0.8,15.4,92.7,99.9,6.23,291,2018,0
경기,포도,겨울,유기,N,2.04,24.2,0.71,26.6,84.5,50.2,6.39,364,2022,0
경남,토마토,가을,유기,N,1.18,36.3,0.53,24.7,57.5,87.4,5.3,145,2021,0
충북,감귤,봄,관행,Y,1.14,20.0,0.83,18.2,63.0,82.7,6.37,119,2022,0
충북,사과,봄,유기,Y,3.81,26.8,0.71,25.5,62.5,125.6,6.97,163,2020,0
충북,포도,겨울,유기,N,6.38,29.6,0.67,16.8,70.3,104.9,6.26,135,2019,0
충남,감귤,봄,관행,Y,2.35,34.0,0.32,23.2,51.0,102.0,6.5,206,2018,0
경북,토마토,겨울,관행,Y,0.68,29.8,0.67,24.6,48.5,84.1,5.99,243,2023,0
경북,토마토,여름,유기,N,5.61,23.9,0.78,20.2,69.2,79.6,5.78,139,2022,0
전북,고추,겨울,관행,N,2.02,43.1,0.93,21.2,58.3,79.6,7.5,256,2021,0
제주,상추,여름,유기,N,3.7,36.9,0.92,18.1,83.1,46.7,6.33,216,2018,0
충남,포도,봄,유기,Y,0.81,37.7,1.19,27.2,65.6,66.4,6.21,143,2018,0
경북,상추,봄,유기,Y,1.14,35.1,1.36,25.5,66.0,31.3,5.55,184,2018,0
제주,포도,가을,유기,Y,1.41,38.6,0.0,17.1,73.5,146.5,6.19,200,2022,0
전남,포도,봄,유기,N,3.78,19.8,0.85,22.6,71.5,109.2,5.51,148,2022,0
전북,포도,가을,유기,N,1.31,42.3,1.51,26.6,55.2,60.9,5.31,147,2023,0
전북,토마토,겨울,관행,N,3.66,0.0,1.6,31.5,61.4,12.6,6.63,262,2021,1
충북,포도,여름,유기,N,0.49,32.8,0.88,19.9,72.5,40.0,6.33,179,2020,0
경기,포도,봄,관행,Y,1.91,16.1,2.05,22.1,55.7,7.5,6.66,181,2021,2
전북,감귤,가을,유기,Y,0.73,7.4,3.05,33.3,91.7,10.4,5.97,180,2020,1
제주,포도,봄,유기,Y,2.45,27.9,0.65,10.6,65.0,72.2,6.33,190,2023,0
경남,토마토,여름,유기,N,3.11,24.1,0.6,23.7,69.4,42.3,6.92,113,2019,0
제주,사과,봄,유기,N,2.08,26.0,0.49,29.2,40.2,107.1,6.64,242,2018,0
경남,토마토,가을,관행,N,0.75,47.2,0.99,20.8,91.5,37.8,5.87,50,2023,0
경기,감귤,가을,관행,Y,0.52,49.5,0.74,20.9,75.1,73.3,6.45,246,2018,0
충북,포도,여름,관행,N,1.14,22.0,1.68,25.1,83.2,32.5,7.2,216,2019,2
제주,사과,가을,유기,Y,1.18,21.5,0.38,24.8,59.1,77.7,6.91,250,2018,0
경남,감귤,봄,유기,N,1.54,24.8,0.82,17.7,79.3,12.4,5.47,239,2021,0
경기,사과,겨울,유기,N,1.39,2.4,2.13,29.0,79.2,0.0,7.03,133,2020,1
전북,토마토,가을,유기,Y,6.1,17.0,0.81,23.3,65.8,90.4,6.5,187,2021,0
전북,고추,가을,유기,N,2.3,43.4,1.22,26.4,67.7,57.0,5.76,215,2022,0
전북,토마토,여름,유기,Y,1.46,31.1,1.12,18.6,78.8,94.3,7.53,152,2021,0
제주,상추,가을,관행,Y,1.68,40.9,0.87,23.7,73.6,67.2,6.15,206,2023,0
경남,고추,가을,유기,Y,1.12,42.2,0.82,18.1,53.0,76.2,7.12,172,2023,0
전북,감귤,겨울,관행,Y,1.48,3.9,2.23,26.3,63.6,0.0,5.94,136,2022,1
전북,배추,겨울,관행,N,0.9,21.9,0.35,23.9,80.0,62.3,5.13,191,2021,0
전북,토마토,여름,유기,Y,2.05,39.2,0.27,27.6,56.2,91.8,6.64,208,2021,0
충남,사과,가을,유기,Y,1.23,25.2,1.37,26.9,69.3,99.8,5.63,202,2019,0
강원,배추,여름,유기,N,2.95,26.8,0.51,21.3,77.3,77.3,6.72,186,2020,0
충남,고추,가을,관행,Y,0.94,42.2,1.4,15.1,76.2,133.6,6.11,178,2023,0
충북,포도,가을,관행,N,2.3,31.1,1.34,22.5,56.6,93.6,7.01,238,2020,0
경북,상추,여름,관행,Y,1.79,38.9,0.52,16.2,53.7,19.2,6.41,130,2022,0
충북,상추,봄,유기,Y,0.97,29.4,0.84,21.0,67.2,145.6,6.27,207,2023,0
경기,포도,가을,유기,Y,2.99,32.8,0.96,26.6,56.3,133.3,5.13,165,2019,0
경북,감귤,여름,관행,N,2.49,25.2,0.58,26.0,77.6,79.6,6.47,172,2018,0
충남,포도,봄,관행,Y,0.59,34.0,0.99,15.7,47.6,41.8,6.36,205,2020,0
제주,사과,겨울,관행,Y,2.51,28.0,1.78,22.0,71.7,72.0,7.65,194,2022,0
충남,토마토,봄,관행,Y,3.63,12.8,0.59,25.3,57.7,75.0,6.64,220,2018,0
전북,감귤,여름,유기,Y,3.09,41.8,0.71,29.7,84.4,59.5,5.99,323,2021,0
경기,고추,가을,관행,Y,3.55,47.8,0.94,18.6,49.6,49.3,6.16,171,2022,0
경기,토마토,가을,관행,N,1.2,17.0,0.67,26.9,65.2,67.3,5.89,179,2020,0
경남,상추,봄,관행,Y,0.83,39.7,0.89,21.6,61.0,108.0,6.62,235,2022,0
경기,사과,겨울,유기,N,2.29,26.4,0.26,16.8,85.8,105.9,6.7,303,2018,0
전남,고추,봄,관행,Y,0.64,48.2,0.92,23.0,59.2,56.3,5.97,153,2023,0
충남,사과,봄,관행,Y,0.28,39.9,0.6,16.3,51.8,68.9,6.1,172,2018,0
충북,사과,가을,유기,N,0.54,32.0,1.24,30.8,57.2,100.9,5.38,179,2022,0
제주,감귤,봄,관행,N,1.63,38.9,0.26,23.2,56.6,54.2,6.26,239,2019,0
전북,고추,봄,유기,Y,2.41,6.0,2.1,29.4,70.7,8.7,5.97,315,2021,1
전남,토마토,여름,유기,N,1.44,31.2,0.09,26.5,62.2,52.9,6.52,219,2020,0
충북,고추,여름,유기,Y,3.16,3.1,3.5,26.4,79.3,0.0,6.51,238,2020,1
경기,배추,봄,유기,N,1.76,14.8,1.32,17.4,76.9,91.8,5.82,166,2020,0
전북,배추,겨울,유기,Y,1.86,33.5,0.11,22.5,50.3,76.2,6.55,340,2021,0
경북,배추,겨울,관행,N,5.6,27.7,0.69,24.2,79.9,60.0,5.86,236,2022,0
강원,상추,가을,관행,N,3.94,31.9,0.64,18.4,63.4,71.6,5.45,242,2021,0
경북,상추,여름,관행,N,3.18,42.0,0.35,16.1,78.0,93.7,6.34,220,2018,0
전북,사과,겨울,관행,Y,0.91,42.4,1.35,17.8,66.5,69.7,6.02,344,2021,0
경기,고추,여름,관행,Y,4.63,7.7,1.93,24.3,69.9,20.8,6.4,213,2022,1
경남,사과,겨울,관행,Y,0.13,34.4,1.16,31.1,60.6,5.4,5.81,271,2023,0
전북,포도,봄,유기,Y,4.88,39.9,1.14,22.5,58.2,108.9,5.18,147,2019,0
경기,배추,여름,유기,N,1.17,47.7,0.84,24.7,66.1,45.9,5.69,83,2020,0
충남,감귤,여름,관행,Y,2.03,13.2,0.83,16.2,61.9,73.8,6.94,122,2019,0
강원,포도,봄,유기,N,0.11,34.5,0.77,27.8,54.6,110.1,6.43,208,2021,0
경북,상추,봄,관행,N,3.56,37.6,0.12,26.6,70.3,86.2,6.61,257,2019,0
경기,배추,가을,관행,Y,3.14,28.6,1.14,22.9,91.2,83.3,6.89,101,2018,0
경기,배추,가을,유기,N,5.7,5.8,2.15,20.0,90.3,13.5,7.22,286,2021,1
전북,사과,봄,관행,N,0.23,41.5,0.87,20.5,80.0,62.0,6.21,153,2023,0
충남,토마토,겨울,관행,N,0.37,37.1,0.19,25.7,89.2,61.8,5.86,101,2020,0
경북,포도,겨울,관행,N,1.11,12.3,1.29,20.4,77.8,69.7,6.1,307,2022,0
충남,사과,가을,유기,N,2.01,25.3,1.45,14.5,74.5,70.1,6.72,196,2019,0
경기,고추,봄,관행,Y,1.29,2.9,2.07,19.6,66.4,6.6,6.28,157,2019,1
제주,상추,봄,유기,N,1.85,43.3,0.92,22.5,52.5,114.2,5.55,250,2023,0
강원,포도,겨울,유기,N,3.75,27.7,0.44,19.5,67.7,94.5,6.55,143,2020,0
경기,포도,가을,관행,Y,1.65,34.1,0.98,24.5,64.6,107.8,5.95,169,2019,0
전북,사과,여름,관행,Y,2.48,33.3,0.81,17.3,56.5,90.1,6.82,165,2019,0
경남,감귤,겨울,유기,Y,1.48,15.1,1.14,17.2,67.1,80.3,5.71,106,2018,0
전남,사과,봄,유기,N,3.17,25.9,0.94,20.9,75.4,60.8,6.42,320,2020,0
충남,포도,여름,유기,N,2.76,59.7,0.94,25.1,78.9,99.4,6.07,162,2023,0
강원,배추,겨울,유기,Y,3.57,39.8,1.4,23.6,68.5,88.7,7.02,290,2021,0
경북,배추,여름,관행,Y,0.58,27.8,0.91,18.6,85.5,53.7,6.29,200,2023,0
전북,감귤,겨울,관행,N,0.58,21.2,0.89,10.5,75.4,89.8,5.38,198,2021,0
전남,고추,가을,유기,N,2.42,48.7,0.93,17.4,74.0,138.5,6.92,238,2020,0
경남,사과,여름,관행,Y,2.37,44.5,0.27,25.6,57.1,33.8,5.5,262,2023,0
전북,배추,봄,관행,N,4.06,33.4,0.65,24.1,72.0,78.0,6.6,180,2020,0
전북,포도,가을,관행,Y,3.86,31.9,0.29,28.6,76.9,45.9,6.92,205,2019,0
경기,상추,봄,유기,Y,0.6,34.5,0.64,16.7,52.8,73.6,7.06,199,2022,0
경기,포도,봄,유기,N,0.37,40.1,1.19,29.1,80.4,90.0,6.14,286,2019,0
전북,토마토,가을,유기,Y,0.7,45.6,1.05,19.0,68.6,94.1,6.96,245,2023,0
강원,토마토,여름,관행,N,1.12,18.9,0.96,21.3,61.6,97.3,6.17,226,2021,0
전북,상추,봄,관행,N,0.48,31.8,0.62,20.6,61.0,59.8,6.81,86,2020,0
충북,감귤,여름,유기,Y,2.65,49.0,1.08,24.5,73.5,128.0,7.41,84,2021,0
경북,포도,가을,유기,Y,0.89,37.7,0.97,23.5,42.1,102.0,6.0,196,2020,0
경기,배추,봄,유기,Y,0.54,32.4,0.41,17.2,53.1,87.5,5.63,195,2022,0
경남,토마토,여름,유기,N,2.85,38.2,0.6,12.7,55.5,134.3,6.08,94,2021,0
강원,감귤,여름,관행,Y,1.31,16.3,0.0,22.0,73.4,26.6,6.07,257,2018,0
전북,배추,봄,유기,Y,3.96,17.1,0.53,28.5,63.4,81.5,6.18,97,2020,0
경남,배추,가을,유기,N,0.97,41.5,0.42,19.4,59.3,69.5,5.28,189,2022,0
경기,감귤,봄,관행,Y,2.42,26.0,0.65,25.3,90.3,66.6,6.13,169,2022,0
경남,고추,봄,관행,Y,1.65,25.8,1.5,30.8,78.7,134.8,5.49,179,2021,0
충남,감귤,겨울,유기,N,1.43,36.4,0.57,24.9,46.3,107.7,5.83,151,2022,0
강원,토마토,여름,관행,Y,0.38,46.3,0.63,24.6,61.0,91.1,4.94,206,2023,0
전북,토마토,여름,관행,Y,0.79,0.2,2.21,24.4,86.1,39.5,6.06,154,2019,1
전북,포도,여름,관행,Y,7.27,29.9,0.0,26.5,79.0,42.0,6.04,217,2020,0
전북,고추,겨울,관행,Y,0.29,32.3,0.86,18.5,72.9,111.3,6.59,251,2020,0
경남,토마토,겨울,관행,Y,0.12,33.9,0.74,25.6,66.8,86.1,5.74,129,2023,0
충북,상추,여름,유기,Y,0.24,33.1,0.44,24.7,54.2,64.5,7.26,289,2023,0
강원,고추,겨울,관행,Y,2.92,7.9,0.97,19.5,76.7,74.6,5.36,217,2022,0
경북,상추,여름,관행,Y,0.48,26.4,0.83,25.1,60.3,44.7,5.62,104,2022,0
강원,감귤,여름,유기,Y,0.72,47.9,1.19,21.9,50.9,118.4,6.98,168,2021,0
충북,감귤,여름,유기,N,1.21,46.0,0.96,15.9,59.2,81.9,5.43,191,2018,0
강원,고추,가을,유기,Y,6.05,42.4,0.96,24.2,59.7,106.1,5.39,284,2023,0
전북,배추,여름,유기,N,1.84,26.2,0.67,31.8,72.2,111.4,6.58,195,2018,0
제주,토마토,겨울,관행,N,3.65,36.0,0.59,23.5,63.6,61.2,7.83,170,2018,0
경남,사과,봄,관행,Y,1.75,31.0,1.36,22.7,63.8,102.8,6.53,190,2022,0
전북,배추,겨울,관행,N,0.2,45.1,0.63,18.5,48.9,38.7,6.11,184,2023,0
강원,토마토,봄,관행,N,1.85,31.8,0.89,16.0,67.3,98.1,6.25,232,2023,0
충남,고추,여름,관행,Y,3.35,22.5,0.34,19.4,79.8,139.1,5.38,166,2018,0
경북,감귤,봄,유기,Y,2.18,28.9,1.34,19.3,75.3,129.1,6.71,195,2021,0
전남,감귤,여름,관행,N,2.19,28.2,0.26,26.9,79.1,114.0,6.88,174,2020,0
전북,감귤,가을,관행,Y,3.86,31.9,0.51,25.2,51.6,42.9,6.35,205,2022,0
전북,고추,가을,유기,N,2.57,13.5,1.15,18.0,59.1,59.6,6.29,196,2021,0
제주,배추,여름,유기,Y,0.76,24.3,1.22,24.0,79.6,96.5,5.41,271,2020,0
제주,토마토,가을,관행,Y,0.96,48.5,1.0,12.1,66.9,74.9,6.89,164,2022,0
경북,감귤,겨울,유기,N,0.92,24.6,0.93,15.3,70.5,89.4,5.57,119,2022,0
충남,사과,여름,유기,Y,2.52,43.3,0.5,19.7,64.0,68.9,6.41,255,2023,0
전남,상추,봄,관행,N,2.92,48.6,1.25,16.8,61.9,73.3,5.95,230,2021,0
전남,배추,여름,관행,Y,3.38,37.6,0.46,11.0,60.5,77.3,5.8,230,2021,0
전북,사과,봄,유기,Y,2.02,34.9,0.67,26.1,84.1,95.3,5.26,304,2018,0
충남,사과,여름,관행,N,1.23,51.7,0.95,22.8,55.3,99.8,6.88,253,2022,0
경북,배추,겨울,관행,Y,1.79,15.1,0.76,21.5,53.6,84.4,6.58,180,2019,0
경북,고추,겨울,관행,Y,1.3,31.4,1.1,24.2,71.6,35.8,6.86,214,2022,0
충북,상추,여름,관행,N,1.1,26.3,0.64,16.1,76.0,54.4,6.9,161,2019,0
전북,고추,여름,관행,Y,0.82,23.6,0.76,17.8,62.2,102.2,7.07,248,2023,0
제주,상추,여름,관행,N,2.48,45.4,1.39,18.5,64.9,86.6,7.66,62,2019,0
전북,토마토,봄,유기,N,4.46,28.9,0.26,26.1,51.2,124.0,6.54,234,2019,0
충남,상추,가을,유기,N,3.3,28.5,0.36,23.8,66.4,118.5,7.25,187,2019,0
전북,포도,여름,유기,Y,0.34,19.0,1.07,13.9,56.2,69.3,6.49,120,2020,0
전북,포도,봄,관행,N,0.06,46.3,0.76,19.1,79.4,78.6,6.12,352,2018,0
전북,토마토,가을,유기,Y,2.76,47.5,1.08,24.5,70.4,66.6,7.04,248,2018,0
경북,감귤,봄,관행,N,2.94,26.5,0.56,29.6,54.0,31.5,6.41,264,2018,0
강원,배추,여름,관행,Y,2.35,18.9,0.3,26.0,56.4,95.9,5.82,247,2020,0
강원,포도,겨울,유기,Y,1.8,59.3,0.87,24.9,43.6,89.5,6.04,201,2021,0
충북,고추,봄,유기,N,4.56,11.8,0.72,35.1,44.4,53.9,6.08,284,2020,0
경남,배추,여름,관행,N,0.72,5.5,2.15,33.3,73.3,27.9,5.82,181,2022,1
충남,상추,봄,관행,N,2.72,50.4,0.46,26.0,64.1,87.4,7.15,169,2020,0
경북,사과,겨울,유기,N,0.43,45.1,1.21,16.7,60.4,58.0,5.98,216,2019,0
전북,포도,가을,유기,N,2.77,37.3,1.18,28.0,58.4,52.9,6.35,211,2020,0
전남,고추,봄,유기,Y,1.26,28.1,1.11,17.5,50.5,103.0,6.21,187,2019,0
경기,고추,봄,관행,N,2.79,28.0,0.58,23.0,77.7,113.0,5.34,285,2021,0
충북,감귤,여름,유기,N,2.26,33.5,1.1,28.2,46.3,97.0,6.02,111,2022,0
충남,고추,봄,유기,Y,7.33,40.0,1.04,14.9,69.8,85.5,5.44,133,2020,0
충북,고추,봄,관행,Y,3.69,21.8,0.63,29.0,80.1,100.7,5.07,130,2020,0
제주,고추,가을,관행,Y,0.82,14.8,1.48,23.1,60.3,54.3,7.09,227,2023,2
전남,배추,겨울,관행,Y,1.14,41.5,0.96,20.6,55.6,93.9,6.94,198,2021,0
강원,상추,봄,유기,Y,0.85,29.7,0.77,24.9,85.4,41.4,6.74,216,2019,0
충남,토마토,겨울,유기,Y,0.97,33.4,0.57,23.2,72.4,93.6,6.21,64,2018,0
경기,포도,겨울,관행,N,1.93,32.2,0.74,25.1,51.5,51.5,6.16,250,2018,0
강원,감귤,봄,관행,Y,4.21,21.6,0.0,24.9,74.8,66.1,6.64,212,2023,0
전남,사과,봄,관행,N,2.2,25.2,0.86,14.7,74.4,28.7,6.62,294,2021,0
경남,포도,가을,유기,Y,0.93,35.6,0.55,24.6,60.9,123.1,5.15,273,2020,0
강원,사과,겨울,유기,N,0.58,30.0,1.38,18.5,66.5,85.0,7.16,283,2020,0
경북,상추,봄,유기,N,1.54,40.9,0.16,26.5,88.6,87.3,6.05,284,2021,0
제주,상추,봄,유기,N,3.44,29.6,0.82,32.6,47.4,95.2,6.66,244,2020,0
강원,상추,겨울,관행,Y,2.06,7.6,1.51,21.1,71.0,24.5,5.87,209,2019,1
충북,상추,가을,유기,N,1.21,37.7,0.71,15.1,73.7,119.2,6.27,320,2023,0
충북,감귤,가을,관행,Y,4.58,43.4,0.89,30.7,63.4,13.3,6.38,364,2019,0
강원,토마토,겨울,관행,Y,3.19,27.8,0.65,25.7,88.2,86.3,7.3,78,2023,0
충남,사과,겨울,관행,N,2.18,26.6,1.32,26.7,62.1,70.1,7.5,258,2018,0
경북,감귤,여름,관행,N,1.55,25.2,0.76,27.3,56.2,100.7,5.97,113,2019,0
전남,토마토,봄,관행,N,2.29,31.7,0.8,29.5,73.4,56.8,5.64,188,2023,0
전남,고추,여름,유기,N,2.76,38.4,1.26,25.7,58.6,66.7,6.42,199,2018,0
전남,포도,봄,관행,N,3.93,19.4,1.57,29.5,59.2,97.2,5.54,342,2021,0
전북,토마토,봄,유기,Y,2.29,5.9,2.67,24.8,82.8,12.9,6.38,153,2019,1
경남,사과,가을,관행,N,4.25,24.2,0.25,30.2,62.4,86.9,6.34,295,2021,0
충북,감귤,겨울,관행,Y,0.38,31.2,0.18,23.2,57.6,72.7,6.77,236,2021,0
제주,사과,봄,관행,Y,1.0,39.9,0.92,17.6,62.0,84.5,6.18,209,2022,0
경남,상추,여름,관행,N,1.55,38.5,0.67,17.7,78.4,92.5,6.36,288,2021,0
제주,배추,겨울,유기,N,2.37,37.8,1.16,17.7,48.9,101.9,6.71,243,2022,0
충북,상추,겨울,유기,Y,0.18,46.3,0.32,27.1,51.6,75.9,6.23,210,2023,0
전남,토마토,여름,유기,N,3.17,44.0,0.73,29.5,56.4,118.0,6.25,159,2022,0
경북,배추,여름,관행,Y,4.72,29.3,1.16,26.2,61.6,107.6,5.44,187,2018,0
제주,포도,가을,유기,N,0.94,40.5,0.98,18.7,77.1,69.9,6.6,127,2023,0
경북,토마토,여름,유기,N,0.53,44.8,1.19,18.1,78.4,92.1,6.1,220,2023,0
경북,배추,봄,관행,N,0.55,33.2,1.09,28.7,68.1,98.5,6.32,233,2021,0
경북,포도,겨울,관행,Y,1.14,7.1,2.23,23.8,73.8,0.4,6.57,123,2019,1
전북,토마토,겨울,관행,Y,1.29,18.1,1.21,21.2,51.3,55.7,6.13,292,2021,0
전북,고추,봄,관행,N,0.81,28.2,0.75,22.1,60.2,23.9,7.06,149,2020,0
경북,포도,겨울,유기,Y,0.26,31.1,0.41,19.2,96.2,59.9,6.17,201,2018,0
전남,배추,겨울,관행,Y,6.41,39.3,0.66,28.7,70.8,82.9,7.14,196,2023,0
전북,상추,봄,관행,N,1.99,23.7,0.38,20.6,91.0,94.4,6.6,277,2023,0
충북,고추,겨울,관행,N,6.7,37.3,0.01,16.0,70.1,118.1,7.31,309,2020,0
전북,포도,여름,관행,N,1.5,7.5,2.58,34.4,80.5,52.2,6.3,158,2022,1
경북,사과,봄,관행,Y,1.82,51.7,0.51,24.8,70.4,70.7,5.76,213,2022,0
제주,포도,봄,관행,Y,1.02,28.1,1.51,13.8,67.4,99.5,7.19,216,2019,0
충북,감귤,봄,유기,Y,1.27,36.6,1.23,39.0,65.8,95.5,6.4,159,2023,0
강원,사과,겨울,유기,Y,1.71,36.9,0.71,18.6,70.8,57.5,6.68,129,2019,0
